IFD.JE.AA,IFD-Vein of lower limb,JE-Extraction,AA-Open approach,Stripping of varicose veins of lower limb veins,,femoral (common) (superficial);<br/> popliteal;<br/> tibial,
IFD.JJ.AA,IFD-Vein of lower limb,"JJ-Excision, partial",AA-Open approach,Excision of lower limb veins with anastomosis,,femoral (common) (superficial);<br/> popliteal;<br/> tibial,
IFD.BA.BB,IFD-Vein of lower limb,BA-(Diagnostic) Imaging,BB-Radiation with contrast medium,Phlebography of femoral and other lower limb veins using contrast material,,,
IFD.ML.AA,IFD-Vein of lower limb,ML-Reconstruction,AA-Open approach,Reconstruction of lower limb vein,,femoral (common) (superficial);<br/> popliteal;<br/> tibial,
IFD.FA.AA,IFD-Vein of lower limb,FA-Incision,AA-Open approach,Incision of lower limb veins,,femoral (common) (superficial);<br/> popliteal;<br/> tibial,
ITA.AB.AF,ITA-Blood pressure function,AB-Measurement,AF-Percutaneous transluminal,Measurement of blood pressure,,,"blood pressure monitoring (<a href=""#http://id.who.int/ichi/entity/662603461"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{6}-{IT}-{12775}"" title=""Blood pressure monitoring"">ITA.AI.AF</a>)"
ITA.AI.AF,ITA-Blood pressure function,AI-Monitoring,AF-Percutaneous transluminal,Blood pressure monitoring,Central venous pressure monitoring;<br/> Pulmonary artery pressure monitoring;<br/> Pulmonary artery wedge monitoring;<br/> Pulmonary capillary wedge [PCW] monitoring;<br/> Swan-Ganz catheterisation;<br/> Systemic arterial pressure monitoring,,"blood pressure measurement (<a href=""#http://id.who.int/ichi/entity/1426687193"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{6}-{IT}-{12774}"" title=""Measurement of blood pressure"">ITA.AB.AF</a>)"
ITA.PH.ZZ,ITA-Blood pressure function,PH-Training,ZZ-Other and unspecified means,Training for blood pressure function,Training to improve orthostatic function,,
ITA.AA.ZZ,ITA-Blood pressure function,AA-Assessment,ZZ-Other and unspecified means,Assessment of blood pressure functions,,,
ITB.AA.ZZ,ITB-Blood vessel function,AA-Assessment,ZZ-Other and unspecified means,Assessment of blood vessel functions,,,
ITB.AB.AH,ITB-Blood vessel function,AB-Measurement,AH-External,Plethysmogram,Penile plethysmography with nerve stimulation,,
ITB.AF.AH,ITB-Blood vessel function,AF-Mapping,AH-External,Carotid pulse tracing with ECG lead,,,
IFA.ML.AA,IFA-Artery of lower limb,ML-Reconstruction,AA-Open approach,Reconstruction of artery of lower limb,,femoral (common) (superficial);<br/> popliteal;<br/> tibial,
IZA.AB.AF,"IZA-Artery, other or unspecified",AB-Measurement,AF-Percutaneous transluminal,Intravascular pressure measurement of peripheral arteries,,other peripheral vessels;<br/> vessels of arm;<br/> vessels of leg,
IZA.BA.BB,"IZA-Artery, other or unspecified",BA-(Diagnostic) Imaging,BB-Radiation with contrast medium,"Angiography of artery, not elsewhere classified",Arteriography of other and unspecified sites,,
IZA.DL.AF,"IZA-Artery, other or unspecified",DL-Insertion [of assistive internal device],AF-Percutaneous transluminal,Insertion of device into an artery,Embolisation of carotid cavernous fistula;<br/> Insertion of catheter into an artery;<br/> Repair of arteriovenous fistula by clipping;<br/> Repair of arteriovenous fistula by coagulation;<br/> Repair of arteriovenous fistula by ligation and division,,
ITB.PG.ZZ,ITB-Blood vessel function,PG-Assisting or leading exercise,ZZ-Other and unspecified means,Assisting and leading exercise for blood vessel function,,,
IZA.FA.AA,"IZA-Artery, other or unspecified",FA-Incision,AA-Open approach,"Incision of artery, not elsewhere classified",Puncture of artery,,
IZA.GA.BJ,"IZA-Artery, other or unspecified",GA-Destruction,BJ-Ultrasound,Intravascular nonablative ultrasound of peripheral artery,Anti-restenotic ultrasound,,
IZA.JE.AF,"IZA-Artery, other or unspecified",JE-Extraction,AF-Percutaneous transluminal,"Endarterectomy of artery, not elsewhere classified, percutaneous transluminal approach",,,
IZA.JJ.AA,"IZA-Artery, other or unspecified","JJ-Excision, partial",AA-Open approach,"Excision of artery, not elsewhere classified",,,
IZA.DB.AF,"IZA-Artery, other or unspecified",DB-Application [of pharmaceutical],AF-Percutaneous transluminal,"Thrombolysis of artery, not elsewhere classified",,,
IZA.LA.AA,"IZA-Artery, other or unspecified",LA-Occlusion,AA-Open approach,"Occlusion of artery, not elsewhere classified",Clipping of aneurysm,,"clipping of arteriovenous fistula (<a href=""#http://id.who.int/ichi/entity/1167877709"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{6}-{IZ}-{12796}"" title=""Repair of artery"">IZA.MK.AA</a>)"
"<span class=""text-retired"" title=""Retired ICHI code"">IZA.LB.AA</span>","IZA-Artery, other or unspecified",LB-Reattachment,AA-Open approach,"<span class=""text-retired"" title=""Retired ICHI code"">Suture of artery</span>",,,
IZA.JE.AA,"IZA-Artery, other or unspecified",JE-Extraction,AA-Open approach,"Endarterectomy of artery, not elsewhere classified, open approach",,,
IZA.LG.AF,"IZA-Artery, other or unspecified",LG-Dilatation,AF-Percutaneous transluminal,"Percutaneous angioplasty of artery, not elsewhere classified","Angioplasty of artery, other or NOS;<br/> Angioplasty of noncoronary vessel",,
IZA.LH.AF,"IZA-Artery, other or unspecified",LH-Dilatation with insertion of device,AF-Percutaneous transluminal,"Dilatation with insertion of stent or prosthesis of artery, not elsewhere classified",Endograft;<br/> Endovascular graft;<br/> Insertion of stent of other peripheral vessel;<br/> Stent grafts,,
IZA.LI.AA,"IZA-Artery, other or unspecified",LI-Deviation,AA-Open approach,"Peripheral vascular shunt or bypass, open approach",Arteriovenostomy for renal dialysis;<br/> Bypass (graft) axillary-brachial;<br/> Bypass (graft) axillary-femoral [axillofemoral] (superficial);<br/> Bypass (graft) brachial;<br/> Bypass (graft) femoral-femoral;<br/> Bypass (graft) femoroperoneal,,
IZA.LI.AF,"IZA-Artery, other or unspecified",LI-Deviation,AF-Percutaneous transluminal,"Bypass of artery, not elsewhere classified, percutaneous transluminal approach",,,
IZA.ML.AA,"IZA-Artery, other or unspecified",ML-Reconstruction,AA-Open approach,"Reconstruction of artery, not elsewhere classified",Arterioplasty NOS,,
IZD.BA.BB,"IZD-Vein, other or unspecified",BA-(Diagnostic) Imaging,BB-Radiation with contrast medium,Phlebography of other and unspecified sites using contrast material,Impedance phlebography,,
IZD.DL.AA,"IZD-Vein, other or unspecified",DL-Insertion [of assistive internal device],AA-Open approach,Surgical insertion of a catheter into a vein,Venous cutdown,,
IZD.DL.AF,"IZD-Vein, other or unspecified",DL-Insertion [of assistive internal device],AF-Percutaneous transluminal,"Insertion of device into a vein, percutaneous transluminal",Insertion of catheter into a vein;<br/> Venous catheterisation for renal dialysis,,
IZA.MK.AA,"IZA-Artery, other or unspecified",MK-Repair,AA-Open approach,Repair of artery,Reimplantation of artery;<br/> Repair of aneurysm by coagulation;<br/> Repair of aneurysm by electrocoagulation;<br/> Repair of aneurysm by filipuncture;<br/> Repair of aneurysm by methyl methacrylate;<br/> Repair of aneurysm by suture;<br/> Repair of aneurysm by wiring;<br/> Repair of aneurysm by wrapping;<br/> Repair of arteriovenous fistula;<br/> Suture of artery,,
IZD.FA.AA,"IZD-Vein, other or unspecified",FA-Incision,AA-Open approach,"Incision of vein, not elsewhere classified",Phlebotomy;<br/> Puncture of vein,,
IZD.MK.AA,"IZD-Vein, other or unspecified",MK-Repair,AA-Open approach,Suture of vein,,,
IZZ.AA.ZZ,"IZZ-Blood vessel, unspecified",AA-Assessment,ZZ-Other and unspecified means,"Assessment of blood vessel, not elsewhere classified",,,
IZD.DB.AF,"IZD-Vein, other or unspecified",DB-Application [of pharmaceutical],AF-Percutaneous transluminal,Injection into vein,Micro injection of venular flares,,"injection into oesophageal varices (<a href=""#http://id.who.int/ichi/entity/805060697"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{8}-{KB}-{13217}"" title=""Endoscopic destruction of lesion or tissue of oesophagus"">KBA.GA.AD</a>);<br/> injection into haemorrhoids (<a href=""#http://id.who.int/ichi/entity/1325699811"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{8}-{KB}-{18149}"" title=""Destruction of anal haemorrhoids"">KBX.GA.AF</a>)"
IZZ.AB.AF,"IZZ-Blood vessel, unspecified",AB-Measurement,AF-Percutaneous transluminal,"Intravascular pressure measurement, other specified and unspecified vessels",,"iliac vessels, intra-abdominal vessels, mesenteric vessels, renal vessels","intravascular pressure measurement of coronary arteries (<a href=""#http://id.who.int/ichi/entity/2110993060"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{6}-{HI}-{12539}"" title=""Intravascular pressure measurement of coronary arteries"">HIA.AB.AF</a>);<br/> intravascular pressure measurement of intrathoracic arteries (<a href=""#http://id.who.int/ichi/entity/371726565"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{6}-{ID}-{12713}"" title=""Intravascular pressure measurement of intrathoracic arteries"">IDA.AB.AF</a>);<br/> intravascular pressure measurement of peripheral arteries (<a href=""#http://id.who.int/ichi/entity/58717912"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{6}-{IZ}-{12781}"" title=""Intravascular pressure measurement of peripheral arteries"">IZA.AB.AF</a>)"
IZZ.AD.AA,"IZZ-Blood vessel, unspecified",AD-Biopsy,AA-Open approach,Biopsy of blood vessel,,,
IZZ.AE.AF,"IZZ-Blood vessel, unspecified",AE-Inspection,AF-Percutaneous transluminal,"Angioscopy blood vessel, percutaneous intraluminal, not elsewhere classified",,,
"<span class=""text-retired"" title=""Retired ICHI code"">IZZ.AI.AF</span>","IZZ-Blood vessel, unspecified",AI-Monitoring,AF-Percutaneous transluminal,"<span class=""text-retired"" title=""Retired ICHI code"">Monitoring of blood oxygen by intravascular spectroscopy</span>",,,
IZZ.BA.AF,"IZZ-Blood vessel, unspecified",BA-(Diagnostic) Imaging,AF-Percutaneous transluminal,Intravascular imaging of blood vessel,"Imaging of vessels of arm;<br/> Imaging of vessels of leg;<br/> Intravascular imaging of noncoronary vessel by optical coherence tomography [OCT];<br/> Intravascular imaging of peripheral vessels;<br/> Intravascular ultrasound (IVUS), peripheral vessels",,"intravascular imaging of coronary vessel by OCT (<a href=""#http://id.who.int/ichi/entity/2103917314"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{6}-{HI}-{12542}"" title=""Intravascular imaging of coronary vessels"">HIA.BA.AF</a>)"
IZZ.BA.BJ,"IZZ-Blood vessel, unspecified",BA-(Diagnostic) Imaging,BJ-Ultrasound,Ultrasound of peripheral vascular system,Deep vein thrombosis ultrasonic scanning,,
IZZ.BA.BQ,"IZZ-Blood vessel, unspecified",BA-(Diagnostic) Imaging,BQ-Heat,Blood vessel thermography,Deep vein thermography,,
IZZ.DL.AF,"IZZ-Blood vessel, unspecified",DL-Insertion [of assistive internal device],AF-Percutaneous transluminal,"Insertion of device into blood vessel, not elsewhere classified",,,
IZZ.DD.AH,"IZZ-Blood vessel, unspecified",DD-Oxygenation,AH-External,SuperSaturated oxygen therapy,Aqueous oxygen (AO) therapy;<br/> SS02;<br/> Super oxygenation infusion therapy,,
IZZ.DN.AA,"IZZ-Blood vessel, unspecified",DN-Implantation [of internal device],AA-Open approach,Insertion of intra-aneurysm sac pressure monitoring device,Insertion of pressure sensor during endovascular repair of abdominal or thoracic aortic aneurysm,intraoperative,
IZZ.FA.AA,"IZZ-Blood vessel, unspecified",FA-Incision,AA-Open approach,"Incision of blood vessel, not elsewhere classified",,,
IZZ.FC.AA,"IZZ-Blood vessel, unspecified",FC-Release,AA-Open approach,Freeing of vessel,Dissection and freeing of adherent tissue artery-vein-nerve bundle;<br/> Dissection and freeing of adherent tissue vascular bundle,,
IZZ.JE.AA,"IZZ-Blood vessel, unspecified",JE-Extraction,AA-Open approach,"Endarterectomy of blood vessel, not elsewhere classified",,,
IZZ.JJ.AA,"IZZ-Blood vessel, unspecified","JJ-Excision, partial",AA-Open approach,"Excision of blood vessel with anastomosis, not elsewhere classified",,,
IZZ.LA.AA,"IZZ-Blood vessel, unspecified",LA-Occlusion,AA-Open approach,"Surgical occlusion of blood vessel, not elsewhere classified","Angiotripsy;<br/> Control of haemorrhage following surgery;<br/> Ligation of varicose veins NOS, (Surgical);<br/> Venotripsy",,
"<span class=""text-retired"" title=""Retired ICHI code"">IZZ.LB.AA</span>","IZZ-Blood vessel, unspecified",LB-Reattachment,AA-Open approach,"<span class=""text-retired"" title=""Retired ICHI code"">Suture of unspecified blood vessel</span>",,,
"<span class=""text-retired"" title=""Retired ICHI code"">IZZ.LB.AZ</span>","IZZ-Blood vessel, unspecified",LB-Reattachment,AZ-Unspecified approach,"<span class=""text-retired"" title=""Retired ICHI code"">Repair of arteriovenous fistula</span>",,,
IZZ.LI.AA,"IZZ-Blood vessel, unspecified",LI-Deviation,AA-Open approach,Insertion of vessel-to-vessel cannula,Formation of arteriovenous fistula by external cannula;<br/> Formation of arteriovenous shunt by external cannula,,
IZZ.MK.AA,"IZZ-Blood vessel, unspecified",MK-Repair,AA-Open approach,"Repair of vessel, not elsewhere classified",Aorticopulmonary window operation;<br/> Closure of arteriovenous shunt for renal dialysis;<br/> Construction of venous valves (peripheral) NOS;<br/> Plication of vein (peripheral);<br/> Suture of unspecified blood vessel,,
IZZ.ML.AA,"IZZ-Blood vessel, unspecified",ML-Reconstruction,AA-Open approach,Reconstruction of unspecified vessel,Repair of blood vessel with synthetic patch graft;<br/> Repair of blood vessel with tissue patch graft,,
IZZ.SN.AF,"IZZ-Blood vessel, unspecified",SN-Management of internal device,AF-Percutaneous transluminal,Management of vascular device,Central line;<br/> PICC line,flushing;<br/> irrigation,
IZZ.ZY.ZZ,"IZZ-Blood vessel, unspecified","ZY-Other action, not elsewhere classified",ZZ-Other and unspecified means,"Other interventions on vessels, not elsewhere classified","Other diagnostic;<br/> therapeutic, managing;<br/> preventing;<br/> interventions on vessels, NOS",,
IZZ.ZZ.ZZ,"IZZ-Blood vessel, unspecified",ZZ-Unspecified action,ZZ-Other and unspecified means,Unspecified interventions on vessels,"Unspecified diagnostic;<br/> therapeutic, managing;<br/> preventing;<br/> interventions on vessels",,
JAA.AA.AZ,JAA-Nose,AA-Assessment,AZ-Unspecified approach,Nasal function study,Rhinomanometry,,
JAA.AD.AA,JAA-Nose,AD-Biopsy,AA-Open approach,Biopsy of nose,,,"endoscopic biopsy of nose (<a href=""#http://id.who.int/ichi/entity/1253196242"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{7}-{JA}-{18096}"" title=""Endoscopic biopsy of nose"">JAA.AD.AD</a>)"
JAA.AE.AD,JAA-Nose,AE-Inspection,AD-Per orifice endoscopic,Rhinoscopy,,,
JAA.FA.AA,JAA-Nose,FA-Incision,AA-Open approach,Incision of nose,Chondrotomy;<br/> Incision of skin of nose;<br/> Intranasal antrotomy,,
JAA.JA.AC,JAA-Nose,JA-Irrigation,AC-Per Orifice,Irrigation of nasal passages,,,
JAA.FC.AA,JAA-Nose,FC-Release,AA-Open approach,Release of adhesions of nose,Lysis of adhesions of nose;<br/> Posterior nasal scrub,,"endoscopic release of adhesions (<a href=""#http://id.who.int/ichi/entity/686042028"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{7}-{JA}-{18101}"" title=""Endoscopic release of adhesions of nose"">JAA.FC.AD</a>)"
JAA.JD.AA,JAA-Nose,JD-Removal (of internal device or foreign body),AA-Open approach,Removal of foreign body from nose,Removal of device from nose;<br/> Removal of (infected) nose ring,,
JAA.GA.AC,JAA-Nose,GA-Destruction,AC-Per Orifice,Destruction of intranasal lesion,Destruction of intranasal lesion;<br/> Destruction of other lesion of nose,,"nasal polypectomy (<a href=""#http://id.who.int/ichi/entity/280322526"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{7}-{JA}-{12837}"" title=""Local excision of lesion of nose"">JAA.JI.AA</a>)"
JAA.JD.AC,JAA-Nose,JD-Removal (of internal device or foreign body),AC-Per Orifice,Removal of intraluminal foreign body from nose without incision,Removal of device from nose without incision;<br/> Removal of nasal packing,,
JAA.JI.AA,JAA-Nose,"JI-Excision, local",AA-Open approach,Local excision of lesion of nose,"Excision of lesion of nose, NOS;<br/> Local excision of intranasal lesion;<br/> Nasal polypectomy",,"endoscopic excision of lesion of nose (<a href=""#http://id.who.int/ichi/entity/952452044"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{7}-{JA}-{18097}"" title=""Endoscopic excision of lesion of nose"">JAA.JI.AD</a>)"
JAA.JJ.AA,JAA-Nose,"JJ-Excision, partial",AA-Open approach,Partial excision of nose,,,
JAA.JN.AA,JAA-Nose,JN-Amputation,AA-Open approach,Resection of nose,Amputation of nose,,
JAA.KA.AC,JAA-Nose,KA-Replacement of internal device,AC-Per Orifice,Replacement of nasal packing,,,
"<span class=""text-retired"" title=""Retired ICHI code"">JAA.LB.AA</span>",JAA-Nose,LB-Reattachment,AA-Open approach,"<span class=""text-retired"" title=""Retired ICHI code"">Suture of laceration of nose</span>",,,
JAA.LC.AH,JAA-Nose,LC-Set,AH-External,Immobilisation of nose,Application of splint,,
MAE.LD.AA,MAE-Nasal bone,LD-Position,AA-Open approach,Open reduction of nose,Open reduction of nasal fracture,,
MAE.LD.AH,MAE-Nasal bone,LD-Position,AH-External,Closed reduction of nose,Closed reduction of nasal fracture,,
JAA.LA.AC,JAA-Nose,LA-Occlusion,AC-Per Orifice,Control of epistaxis,"Arrest of nasal haemorrhage;<br/><span class=""tab-space""></span> Control of epistaxis by:<br/><span class=""tab-space""></span> anterior nasal packing;<br/><span class=""tab-space""></span> cauterisation (and packing);<br/><span class=""tab-space""></span> cryotherapy;<br/><span class=""tab-space""></span> ligation;<br/><span class=""tab-space""></span> posterior (and anterior) packing",,
JAA.MK.AA,JAA-Nose,MK-Repair,AA-Open approach,Closure of nasal fistula,Nasolabial fistulectomy;<br/> Nasopharyngeal fistulectomy;<br/> Oronasal fistulectomy;<br/> Suture of laceration of nose,,
JAA.ML.AA,JAA-Nose,ML-Reconstruction,AA-Open approach,Reconstruction of nose,Augmentation rhinoplasty;<br/> Augmentation rhinoplasty with graft;<br/> Augmentation rhinoplasty with synthetic implant;<br/> Limited rhinoplasty;<br/> Other rhinoplasty;<br/> Plastic repair of nasolabial flaps;<br/> Reconstruction of nose with arm flap;<br/> Reattachment of amputated nose;<br/> Reconstruction of nose with forehead flap;<br/> Rhinoplasty NOS;<br/> Tip rhinoplasty;<br/> Total nasal reconstruction,,
JAB.FA.AC,JAB-Nasal septum,FA-Incision,AC-Per Orifice,Nasal septotomy,,,
JAB.GA.AC,JAB-Nasal septum,GA-Destruction,AC-Per Orifice,Destruction of nasal septum,Cauterisation or diathermy of nasal septum;<br/> Cauterisation or diathermy Little's area,,
JAB.JJ.AC,JAB-Nasal septum,"JJ-Excision, partial",AC-Per Orifice,Submucous resection of nasal septum,,,
JAC.FB.AC,JAC-Turbinate,FB-Division,AC-Per Orifice,Fracture of the turbinates,,,
JAC.JK.AC,JAC-Turbinate,"JK-Excision, total",AC-Per Orifice,Total turbinectomy,"Turbinectomy by diathermy or cryosurgery;<br/> Turbinectomy, other",,turbinectomy associated with sinusectomy code to specific procedure
JAE.AD.AA,"JAE-Paranasal sinus, unspecified",AD-Biopsy,AA-Open approach,Open biopsy of paranasal sinus,,,
JAE.AD.AD,"JAE-Paranasal sinus, unspecified",AD-Biopsy,AD-Per orifice endoscopic,Endoscopic biopsy of paranasal sinus,,,
JAC.JJ.AC,JAC-Turbinate,"JJ-Excision, partial",AC-Per Orifice,Partial turbinectomy,,,
JAE.AD.AE,"JAE-Paranasal sinus, unspecified",AD-Biopsy,AE-Percutaneous,Closed biopsy of paranasal sinus,Needle biopsy,,
JAE.AE.AC,"JAE-Paranasal sinus, unspecified",AE-Inspection,AC-Per Orifice,Transillumination of paranasal sinus,,,
JAE.AE.AD,"JAE-Paranasal sinus, unspecified",AE-Inspection,AD-Per orifice endoscopic,Endoscopy of paranasal sinus,,,
JAB.ML.AC,JAB-Nasal septum,ML-Reconstruction,AC-Per Orifice,Septoplasty,Crushing of nasal septum;<br/> Repair of septal perforation,,"septoplasty associated with submucous resection of septum (<a href=""#http://id.who.int/ichi/entity/1402273250"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{7}-{JA}-{12850}"" title=""Submucous resection of nasal septum"">JAB.JJ.AC</a>)"
JAE.BA.BA,"JAE-Paranasal sinus, unspecified",BA-(Diagnostic) Imaging,"BA-Radiation, not otherwise specified",X-ray of paranasal sinuses,,,
JAE.BA.BB,"JAE-Paranasal sinus, unspecified",BA-(Diagnostic) Imaging,BB-Radiation with contrast medium,Contrast radiogram of paranasal sinus,Fluoroscopy paranasal sinuses,,
JAE.BA.BC,"JAE-Paranasal sinus, unspecified",BA-(Diagnostic) Imaging,"BC-Computerised tomography, not otherwise specified","Computerised tomography paranasal sinuses, not elsewhere classified","CT paranasal sinuses, NEC",,
JAE.BA.BD,"JAE-Paranasal sinus, unspecified",BA-(Diagnostic) Imaging,BD-Computerised tomography with contrast medium,Computerised tomography paranasal sinuses with intravenous contrast medium,CT paranasal sinuses with IV contrast,,
JAE.FA.AA,"JAE-Paranasal sinus, unspecified",FA-Incision,AA-Open approach,"Sinusotomy, not elsewhere classified",Incision of multiple nasal sinuses,,
JAE.JB.AA,"JAE-Paranasal sinus, unspecified",JB-Drainage,AA-Open approach,"Drainage of paranasal sinus, not elsewhere classified","Aspiration and lavage of paranasal sinus, NOS",,
JAE.JB.AC,"JAE-Paranasal sinus, unspecified",JB-Drainage,AC-Per Orifice,Drainage of paranasal sinus through natural ostium,Aspiration or lavage of paranasal sinus through natural ostium,,
JAE.JI.AA,"JAE-Paranasal sinus, unspecified","JI-Excision, local",AA-Open approach,"Local excision of paranasal sinus, not elsewhere classified","Polypectomy of paranasal sinus, NOS",,
JAE.JJ.AA,"JAE-Paranasal sinus, unspecified","JJ-Excision, partial",AA-Open approach,"Paranasal sinusectomy, not elsewhere classified",,,
JAE.LG.AC,"JAE-Paranasal sinus, unspecified",LG-Dilatation,AC-Per Orifice,Dilation of frontonasal duct,,,
JAE.MK.AA,"JAE-Paranasal sinus, unspecified",MK-Repair,AA-Open approach,"Repair of paranasal sinus, not elsewhere classified",Closure of nasal sinus fistula;<br/> Repair of bone of accessory sinus;<br/> Repair of oro-antral fistula,,
JAE.JB.AE,"JAE-Paranasal sinus, unspecified",JB-Drainage,AE-Percutaneous,Puncture of paranasal sinus for aspiration or lavage,,,
JAF.FA.AA,JAF-Maxillary sinus,FA-Incision,AA-Open approach,Radical maxillary antrotomy,Exploration of maxillary antrum with Caldwell-Luc approach;<br/> External maxillary antrotomy NOS;<br/> Removal of lining membrane of maxillary sinus using Caldwell-Luc approach,,"endoscopic radical maxillary antrotomy (<a href=""#http://id.who.int/ichi/entity/123355575"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{7}-{JA}-{18095}"" title=""Endoscopic radical maxillary antrotomy"">JAF.FA.AD</a>)"
JAF.JB.AC,JAF-Maxillary sinus,JB-Drainage,AC-Per Orifice,Drainage of maxillary sinus,,,
JAF.JB.AD,JAF-Maxillary sinus,JB-Drainage,AD-Per orifice endoscopic,Endoscopic drainage of maxillary sinus,,,
JAF.JI.AA,JAF-Maxillary sinus,"JI-Excision, local",AA-Open approach,Local excision of maxillary sinus,"Excision of lesion of maxillary sinus, Caldwell-Luc approach;<br/> Excision of lesion of maxillary sinus, other approach;<br/> Polypectomy, maxillary sinus",,
JAF.JJ.AA,JAF-Maxillary sinus,"JJ-Excision, partial",AA-Open approach,Maxillary sinusectomy,"Curettage, maxillary sinus;<br/> Partial excision of maxillary sinus",,
JAF.MK.AA,JAF-Maxillary sinus,MK-Repair,AA-Open approach,Repair of maxillary sinus,"Closure of maxillary sinus fistula;<br/> Fistulectomy, oroantral;<br/> Repair, fistula, oroantral",,
JAG.JI.AC,JAG-Frontal sinus,"JI-Excision, local",AC-Per Orifice,Excision of lesion of frontal sinus,Polypectomy of frontal sinus,,"endoscopic excision of lesion of frontal sinus (<a href=""#http://id.who.int/ichi/entity/19125501"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{7}-{JA}-{18104}"" title=""Endoscopic excision of lesion of frontal sinus"">JAG.JI.AD</a>)"
JAG.JJ.AA,JAG-Frontal sinus,"JJ-Excision, partial",AA-Open approach,Frontal sinusectomy,,,"biopsy of frontal sinus (<a href=""#http://id.who.int/ichi/entity/1628251579"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{7}-{JA}-{12878}"" title=""Biopsy of frontal sinus"">JAG.AD.AA</a>)"
JAG.AD.AA,JAG-Frontal sinus,AD-Biopsy,AA-Open approach,Biopsy of frontal sinus,,,
JAG.FA.AA,JAG-Frontal sinus,FA-Incision,AA-Open approach,Frontal sinusotomy,,,
JAG.LA.AA,JAG-Frontal sinus,LA-Occlusion,AA-Open approach,Obliteration of frontal sinus,Obliteration of frontal sinus with fat,,
JAH.AD.AA,JAH-Ethmoid sinus,AD-Biopsy,AA-Open approach,Biopsy of ethmoidal sinus,,,
JAH.FA.AA,JAH-Ethmoid sinus,FA-Incision,AA-Open approach,Ethmoidotomy,,,
JAH.JI.AC,JAH-Ethmoid sinus,"JI-Excision, local",AC-Per Orifice,Excision of lesion of ethmoidal sinus,Polypectomy of ethmoidal sinus,,
JAH.JJ.AA,JAH-Ethmoid sinus,"JJ-Excision, partial",AA-Open approach,Ethmoidectomy,,,
JAH.JJ.AD,JAH-Ethmoid sinus,"JJ-Excision, partial",AD-Per orifice endoscopic,Endoscopic ethmoidectomy,,,
JAI.AD.AA,JAI-Sphenoid sinus,AD-Biopsy,AA-Open approach,Biopsy of sphenoidal sinus,,,
JAI.FA.AA,JAI-Sphenoid sinus,FA-Incision,AA-Open approach,Sphenoidotomy,,,
JAH.JK.AA,JAH-Ethmoid sinus,"JK-Excision, total",AA-Open approach,Total ethmoidectomy,,,
JAI.JI.AC,JAI-Sphenoid sinus,"JI-Excision, local",AC-Per Orifice,Excision of lesion of sphenoidal sinus,Polypectomy of sphenoidal sinus,,
JAI.JJ.AA,JAI-Sphenoid sinus,"JJ-Excision, partial",AA-Open approach,Sphenoidectomy,,,
JAI.JJ.AD,JAI-Sphenoid sinus,"JJ-Excision, partial",AD-Per orifice endoscopic,Endoscopic sphenoidectomy,,,
JAM.BA.BA,JAM-Nasal pharynx,BA-(Diagnostic) Imaging,"BA-Radiation, not otherwise specified",Noncontrast x-ray of nasopharynx,,,
JAM.BA.BB,JAM-Nasal pharynx,BA-(Diagnostic) Imaging,BB-Radiation with contrast medium,Contrast radiogram of nasopharynx,"CAT scan, nasopharynx,",,
JAM.DL.AC,JAM-Nasal pharynx,DL-Insertion [of assistive internal device],AC-Per Orifice,Insertion of nasopharyngeal airway,,,
JAM.JB.AC,JAM-Nasal pharynx,JB-Drainage,AC-Per Orifice,Nasopharyngeal suctioning,,,
JAM.JD.AC,JAM-Nasal pharynx,JD-Removal (of internal device or foreign body),AC-Per Orifice,Removal of intraluminal foreign body from nasal pharynx without incision,,,
JAM.JI.AC,JAM-Nasal pharynx,"JI-Excision, local",AC-Per Orifice,Local excision of nasal pharynx,"Excision of lesion of nasal pharynx;<br/> Polypectomy, nasal pharynx",,
JAM.JJ.AC,JAM-Nasal pharynx,"JJ-Excision, partial",AC-Per Orifice,Partial excision of nasal pharynx,,,
JAM.JL.AD,JAM-Nasal pharynx,"JL-Excision, extended",AD-Per orifice endoscopic,Radical excision of nasal pharynx,,,
JAM.ML.AA,JAM-Nasal pharynx,ML-Reconstruction,AA-Open approach,Reconstruction of nasopharynx,Correction of choanal atresia,,
